user_id,item_id,score
5269,553,1.0
537,106,1.0
523,1006,0.0
2132,1165,0.0
4468,1169,1.0
4943,134,1.0
3716,954,0.0
1553,227,0.0
3395,1155,1.0
5094,452,1.0
4826,793,1.0
2857,830,1.0
1569,955,1.0
1410,340,1.0
1740,939,0.0
2393,423,1.0
4229,547,1.0
3808,483,0.0
5993,904,1.0
3936,502,1.0
6009,82,1.0
1029,59,1.0
4026,915,1.0
3859,566,1.0
2810,825,1.0
2500,1010,1.0
3275,1148,1.0
4221,678,1.0
5769,950,1.0
3031,787,1.0
237,488,1.0
2326,218,0.0
5234,845,1.0
4198,641,1.0
5763,546,1.0
2282,141,0.0
2679,279,1.0
6194,339,1.0
97,676,1.0
2806,526,1.0
6013,166,1.0
266,1028,1.0
2141,944,0.0
457,574,1.0
5949,1154,1.0
4924,633,1.0
1629,1103,0.0
564,1175,1.0
560,692,0.0
1728,70,1.0
5040,1111,1.0
4238,547,0.0
2302,133,1.0
1567,121,0.0
272,436,1.0
4311,558,1.0
1360,250,1.0
545,1066,1.0
765,132,0.0
2138,168,1.0
1710,300,1.0
1621,68,1.0
3371,264,1.0
794,512,1.0
5091,1075,1.0
847,445,1.0
33,1099,0.0
2900,951,1.0
1851,1101,0.0
2158,1074,1.0
701,557,1.0
748,852,1.0
1651,1139,1.0
6485,319,1.0
5031,608,1.0
112,1089,1.0
1540,887,1.0
6802,865,1.0
2069,85,1.0
1549,1064,0.0
3345,917,0.0
1759,192,0.0
3528,1127,0.0
265,690,1.0
2536,359,1.0
5255,752,1.0
455,61,1.0
4498,273,0.0
2842,700,0.0
3392,300,1.0
2795,484,0.0
1012,63,1.0
2038,875,1.0
2084,1178,1.0
1048,47,0.0
3648,993,1.0
2905,284,1.0
4647,904,1.0
4154,606,1.0
1312,147,1.0
4939,1063,1.0
3489,820,1.0
16,415,0.0
5328,94,1.0
5134,1076,1.0
844,507,0.0
3958,521,1.0
530,1012,1.0
5081,470,1.0
3054,835,1.0
1405,920,1.0
2013,311,1.0
405,314,0.0
547,233,0.0
5772,642,0.0
555,103,1.0
935,864,1.0
4798,911,1.0
1027,62,1.0
6429,497,1.0
4026,678,1.0
411,706,1.0
4695,958,1.0
5174,272,1.0
1342,1020,1.0
4243,302,1.0
3230,778,0.0
2081,1002,1.0
1839,1100,1.0
5090,76,0.0
3070,53,1.0
532,918,1.0
1358,147,1.0
4105,259,1.0
2580,298,1.0
2822,402,0.0
5880,542,0.0
4507,1035,1.0
3983,762,1.0
1456,349,1.0
4129,762,1.0
1393,18,0.0
2102,500,0.0
5128,660,1.0
1456,575,0.0
5320,643,1.0
5361,854,1.0
590,120,1.0
1011,156,1.0
5231,294,1.0
1368,920,1.0
5298,660,0.0
254,225,0.0
2815,900,1.0
251,225,0.0
3247,574,1.0
3821,971,1.0
809,497,0.0
1774,401,0.0
779,978,1.0
1691,1127,0.0
5929,1063,1.0
1682,891,0.0
320,815,1.0
1338,321,0.0
2623,629,1.0
3313,970,0.0
1437,556,0.0
180,522,1.0
3534,346,1.0
2921,368,0.0
1544,580,1.0
2271,1014,1.0
2965,518,1.0
1576,401,0.0
253,61,1.0
2837,519,1.0
4123,1133,0.0
1034,930,1.0
4342,1083,1.0
1472,487,0.0
1517,1027,1.0
1009,961,1.0
502,887,1.0
2319,914,1.0
1500,263,0.0
1820,1023,1.0
2157,19,1.0
1110,954,1.0
3311,258,1.0
1730,1103,0.0
5891,1073,0.0
631,35,0.0
799,348,1.0
3389,928,1.0
503,13,1.0
5968,498,1.0
1914,64,1.0
2027,831,0.0
1525,894,0.0
1633,243,1.0
2722,1110,0.0
2720,666,1.0
1048,635,1.0
603,268,0.0
963,893,1.0
5371,1075,1.0
1638,681,1.0
1046,462,1.0
4916,900,1.0
5807,368,1.0
1583,198,0.0
5628,188,1.0
3074,382,0.0
4906,964,1.0
379,921,1.0
482,702,1.0
5583,909,1.0
4891,53,1.0
3888,423,1.0
1428,426,0.0
5849,1129,1.0
3374,157,1.0
1680,192,0.0
4253,756,1.0
1492,1162,0.0
2912,798,0.0
3966,352,1.0
3937,915,1.0
4300,1133,0.0
1953,210,1.0
1521,78,1.0
1530,106,0.0
2848,420,1.0
3478,950,1.0
5163,1145,0.0
1110,117,1.0
2555,398,1.0
3457,412,0.0
4029,416,0.0
660,647,0.0
530,422,1.0
3506,967,1.0
3340,743,0.0
1545,26,0.0
1340,876,0.0
1875,543,0.0
259,561,0.0
3160,632,0.0
5364,643,1.0
3886,214,1.0
4983,672,1.0
3362,820,1.0
3667,34,1.0
326,883,1.0
5033,553,1.0
5238,94,1.0
2841,581,0.0
1831,374,1.0
84,296,1.0
6503,929,1.0
2492,270,1.0
2909,974,1.0
1657,567,1.0
3677,1135,1.0
2525,485,1.0
3356,904,1.0
596,43,1.0
5910,1118,1.0
3533,902,1.0
876,893,0.0
3520,891,0.0
4568,714,0.0
3271,57,1.0
1788,572,1.0
1343,634,0.0
98,367,1.0
1679,1103,0.0
541,897,1.0
5330,752,1.0
4299,802,0.0
1807,482,0.0
1355,749,0.0
1762,769,1.0
3915,810,1.0
4018,821,1.0
2287,1017,1.0
3260,1179,1.0
1776,1064,0.0
195,108,1.0
5763,515,0.0
4190,878,1.0
2958,974,1.0
4965,236,1.0
1570,1045,0.0
1049,1178,1.0
3658,1135,1.0
3402,412,1.0
3736,474,0.0
3692,757,1.0
1535,692,0.0
3467,1103,1.0
1393,1126,0.0
1550,301,0.0
1680,743,0.0
1401,1126,1.0
5831,365,0.0
1040,409,0.0
1161,113,1.0
956,478,0.0
6468,175,1.0
1587,683,1.0
4836,777,0.0
687,4,1.0
6273,319,0.0
115,574,1.0
459,225,1.0
589,525,1.0
4883,1110,1.0
1856,1059,0.0
4973,542,1.0
5056,879,1.0
4860,825,1.0
6494,456,1.0
4805,777,1.0
3985,821,1.0
2466,167,1.0
70,780,0.0
3523,1056,1.0
1358,487,1.0
3027,793,1.0
1922,686,0.0
2860,424,1.0
2881,1124,1.0
1040,59,1.0
5975,444,1.0
1490,1094,1.0
3917,547,1.0
2992,1022,1.0
4610,513,1.0
1042,388,1.0
4099,468,1.0
2676,491,1.0
83,80,1.0
4826,632,0.0
4656,820,0.0
4326,969,1.0
1596,243,1.0
1903,597,1.0
534,992,1.0
5359,643,1.0
1677,624,1.0
1349,1162,0.0
1103,392,0.0
1620,817,0.0
4637,1021,1.0
1614,1082,1.0
5022,672,1.0
1764,1054,0.0
1564,1045,0.0
2805,951,1.0
1312,583,1.0
530,532,0.0
3474,280,1.0
2504,748,1.0
5433,807,0.0
3208,99,1.0
2545,492,1.0
453,690,1.0
5121,236,0.0
5382,189,1.0
1476,361,0.0
4719,112,1.0
4317,1108,0.0
5983,1161,1.0
665,86,1.0
334,576,1.0
2285,816,1.0
5238,140,0.0
4135,352,1.0
1365,741,0.0
1759,151,0.0
5932,489,1.0
5330,319,1.0
3645,1099,0.0
4800,632,0.0
4952,832,1.0
3273,449,0.0
117,705,1.0
3601,725,1.0
2614,550,0.0
2180,893,1.0
5688,1035,1.0
4810,825,1.0
2063,668,0.0
1490,1086,1.0
5113,1073,0.0
1780,454,0.0
4832,466,1.0
1718,857,1.0
5405,57,1.0
3720,327,0.0
3345,157,1.0
3226,1131,1.0
5339,1145,1.0
4146,468,0.0
2405,90,1.0
2542,177,1.0
1494,1142,1.0
3432,917,0.0
3597,689,1.0
2568,429,1.0
567,459,1.0
3904,678,1.0
1484,670,1.0
5024,832,1.0
3936,468,1.0
5785,555,1.0
1499,779,1.0
1531,906,1.0
1778,567,1.0
3347,902,0.0
6604,461,1.0
6475,236,1.0
3183,890,1.0
1162,24,1.0
3120,784,1.0
4363,237,1.0
5341,773,1.0
4654,151,0.0
194,488,1.0
5959,134,1.0
1537,630,0.0
3714,122,1.0
3712,137,1.0
2715,1110,1.0
3501,603,0.0
4369,221,1.0
5313,94,1.0
948,852,1.0
542,72,1.0
2992,368,1.0
2092,375,1.0
2050,1113,1.0
1102,62,0.0
1052,790,1.0
1511,276,1.0
732,1074,1.0
2389,1062,1.0
3507,70,1.0
1950,1108,1.0
1137,119,0.0
1731,200,0.0
4300,821,1.0
1347,933,1.0
1625,769,0.0
4392,48,1.0
1099,1018,0.0
3067,1022,1.0
1492,873,0.0
1514,894,0.0
3704,66,1.0
5693,947,0.0
2478,269,1.0
2299,748,1.0
6504,1124,1.0
341,780,1.0
3891,269,1.0
324,488,1.0
2049,115,1.0
2824,317,1.0
1134,886,0.0
1890,1049,1.0
4153,182,1.0
5368,56,1.0
1658,79,0.0
6035,478,1.0
5159,76,1.0
1313,208,1.0
2405,949,0.0
679,138,1.0
