user_id,item_id,score
2072,5963,1.0
122,2034,1.0
929,13965,1.0
2004,12121,0.0
96,4622,1.0
2238,5448,0.0
482,2520,0.0
750,12634,1.0
529,5708,1.0
12,6982,1.0
140,8660,0.0
127,297,1.0
109,5894,1.0
71,4012,1.0
3131,12963,1.0
2994,12561,1.0
555,5675,1.0
615,322,1.0
8,5539,0.0
1550,14858,1.0
122,12463,0.0
1259,1669,0.0
2296,7931,0.0
101,2083,0.0
4,5425,1.0
277,2515,1.0
515,7782,1.0
1552,3098,1.0
497,14130,1.0
489,15862,1.0
1149,15098,1.0
109,7903,1.0
931,14569,1.0
112,4928,1.0
600,6703,1.0
114,13690,1.0
485,5172,1.0
537,2154,0.0
131,2834,1.0
2453,12640,0.0
76,3014,1.0
495,4066,1.0
45,5516,0.0
117,13714,1.0
503,14007,0.0
2467,10233,1.0
2970,15722,0.0
471,5074,0.0
515,1128,1.0
787,8857,0.0
2479,12099,1.0
692,5528,1.0
874,721,1.0
901,17495,1.0
3029,12535,0.0
1871,3338,0.0
929,14328,1.0
476,15177,1.0
567,249,1.0
2471,10794,0.0
147,3144,0.0
3626,15055,0.0
3362,14536,1.0
2098,4687,1.0
874,6504,1.0
1334,14760,1.0
827,9226,1.0
653,14448,0.0
2841,7531,1.0
3011,14806,0.0
955,15238,1.0
1938,14882,1.0
483,7742,1.0
2721,12933,1.0
497,4013,1.0
2,434,0.0
886,11225,0.0
492,773,0.0
290,16885,1.0
438,9269,0.0
930,8166,1.0
106,14854,1.0
467,15885,1.0
99,9112,1.0
623,5575,0.0
77,15804,1.0
2476,5635,0.0
96,8395,0.0
495,11184,0.0
469,9246,1.0
2838,6488,1.0
2723,6615,1.0
103,3766,1.0
1341,12595,1.0
854,14404,0.0
545,16232,1.0
782,7912,1.0
1117,10035,0.0
956,14792,1.0
1007,3617,1.0
65,14921,1.0
132,13452,1.0
451,5291,0.0
513,7729,1.0
932,8541,1.0
161,1563,1.0
468,8243,1.0
490,16090,1.0
1984,14135,1.0
1020,15292,1.0
464,15391,1.0
105,1356,1.0
303,3107,1.0
302,3067,0.0
491,4390,1.0
223,1686,1.0
69,15716,0.0
697,6092,1.0
492,8797,1.0
455,1559,1.0
89,15882,1.0
1419,15751,0.0
1053,5717,1.0
491,182,1.0
7,11724,1.0
2118,12572,1.0
2151,6295,1.0
926,14685,0.0
1048,15022,0.0
78,8941,1.0
2220,12128,1.0
291,2867,0.0
807,17362,0.0
782,6478,1.0
782,7873,1.0
1036,15240,1.0
62,16524,1.0
424,2783,1.0
998,1226,0.0
132,2545,1.0
2163,8304,1.0
112,8417,0.0
218,8678,1.0
1240,17145,1.0
869,13973,0.0
437,8155,0.0
503,2524,1.0
432,13095,1.0
82,8242,0.0
80,8218,0.0
114,16092,1.0
1014,15237,1.0
1080,14922,1.0
208,15916,1.0
2194,5668,1.0
918,14505,1.0
1039,9874,1.0
3862,12993,1.0
112,8358,0.0
511,12312,0.0
441,2822,0.0
730,5717,1.0
309,97,0.0
111,11523,1.0
925,11278,0.0
1889,13057,0.0
109,8403,0.0
80,1190,1.0
432,14620,1.0
1082,2250,1.0
2179,13089,1.0
89,4736,1.0
127,13469,0.0
86,8836,1.0
881,11623,0.0
3609,15386,0.0
144,16471,0.0
447,15727,0.0
785,9248,0.0
1986,3607,1.0
450,3589,1.0
1430,8099,0.0
1114,12457,0.0
54,15660,1.0
124,15556,1.0
3544,12595,1.0
731,5589,0.0
208,15827,1.0
2264,5604,1.0
2174,7143,1.0
986,3976,1.0
40,13090,1.0
2454,5568,1.0
470,14927,1.0
2968,15319,1.0
2462,5718,0.0
139,7440,0.0
508,8058,1.0
2685,7068,1.0
2223,5464,1.0
484,15172,1.0
208,290,1.0
434,3945,1.0
83,5924,0.0
7,16477,1.0
1057,12982,1.0
91,15287,1.0
98,1950,1.0
2626,6527,0.0
438,886,1.0
66,15147,1.0
221,7383,1.0
73,3960,1.0
1859,16469,0.0
22,1413,1.0
92,13561,1.0
159,6527,1.0
883,8538,1.0
80,7483,0.0
897,8291,1.0
14,8669,0.0
868,16489,0.0
892,15733,1.0
504,16476,1.0
2281,12757,1.0
927,15499,0.0
54,8664,0.0
2174,6568,0.0
484,4993,1.0
982,11301,1.0
52,5476,1.0
2302,12908,0.0
132,16108,1.0
55,8321,1.0
126,279,1.0
1108,7495,0.0
52,1680,1.0
149,6857,1.0
2695,7654,1.0
1162,1599,1.0
72,1547,1.0
4020,14735,1.0
468,5940,0.0
300,51,0.0
752,6228,1.0
1073,2005,0.0
3054,12639,1.0
101,16411,0.0
1408,14160,1.0
190,16547,1.0
687,8838,1.0
108,3543,1.0
430,359,1.0
91,11277,0.0
2691,7860,0.0
62,5173,1.0
42,9839,1.0
431,4486,1.0
1008,15164,1.0
743,11969,1.0
202,9914,0.0
2454,10078,0.0
115,15794,0.0
921,14832,1.0
2345,5445,1.0
442,16387,1.0
483,3339,1.0
1226,3049,1.0
670,7663,1.0
109,1338,1.0
447,2814,0.0
455,13542,1.0
3078,12921,0.0
49,8584,1.0
2512,5525,1.0
1525,3855,1.0
83,15394,1.0
7,14790,1.0
72,170,1.0
915,16468,0.0
9,7699,0.0
2160,14688,0.0
476,949,1.0
669,6490,1.0
76,1297,1.0
833,11762,1.0
306,3048,0.0
67,9270,1.0
446,3938,1.0
97,6095,1.0
136,8441,1.0
121,8793,1.0
509,9167,1.0
2966,15490,0.0
247,16,1.0
2002,11909,0.0
824,1326,0.0
478,2969,1.0
869,3916,0.0
601,6394,1.0
2773,6601,0.0
50,309,1.0
498,13139,1.0
332,7678,1.0
458,15741,1.0
467,4687,1.0
2238,8822,0.0
302,17712,1.0
508,9158,1.0
1023,5939,1.0
498,34,0.0
48,295,0.0
700,336,0.0
929,7704,1.0
2030,16208,1.0
605,5434,1.0
64,1994,1.0
437,4920,1.0
282,341,0.0
465,14685,1.0
494,11107,1.0
2160,7844,1.0
497,11440,1.0
2358,5566,0.0
149,14593,1.0
125,4033,1.0
432,15226,1.0
2221,13106,1.0
602,5606,1.0
104,3,1.0
200,1983,1.0
3113,13007,1.0
430,1305,1.0
134,15513,1.0
1025,14758,1.0
626,5477,0.0
476,12097,1.0
267,3049,0.0
14,10373,1.0
53,15828,1.0
916,15012,0.0
477,14293,1.0
896,581,1.0
1025,5629,1.0
597,5599,0.0
81,15183,1.0
50,16378,1.0
477,4097,1.0
37,7694,1.0
121,14873,1.0
2001,5525,1.0
3570,16500,1.0
2975,12064,1.0
204,1125,1.0
1048,11965,0.0
114,14110,1.0
1342,15951,1.0
497,12319,0.0
652,1975,1.0
7,12573,1.0
63,16530,0.0
744,12398,0.0
104,2983,1.0
2768,12177,0.0
754,8696,1.0
470,5530,0.0
1119,17348,1.0
10,5655,1.0
470,4820,1.0
510,14216,1.0
1419,2098,1.0
2100,4412,0.0
508,12414,1.0
1595,2935,1.0
180,377,1.0
1048,15603,1.0
71,12336,1.0
2641,6278,0.0
94,139,1.0
1190,2507,0.0
3966,14542,0.0
74,1152,1.0
2821,10089,1.0
515,7667,0.0
64,8396,1.0
2198,5961,1.0
1001,3597,0.0
2275,6115,1.0
754,8726,1.0
598,5679,1.0
473,13877,1.0
107,15373,0.0
1328,13363,0.0
2810,6547,1.0
2028,12076,0.0
163,8508,1.0
2813,13320,0.0
2797,7762,1.0
452,3999,1.0
828,12335,0.0
2830,7713,1.0
92,2511,1.0
533,6632,1.0
123,3048,1.0
305,12366,1.0
101,2977,0.0
112,1237,1.0
1999,4447,0.0
1192,2471,0.0
757,12066,0.0
2154,11668,0.0
471,1669,1.0
70,335,1.0
617,346,0.0
1335,14816,0.0
128,1660,1.0
46,6594,1.0
425,3870,1.0
2552,5473,1.0
462,13987,1.0
926,5491,0.0
190,161,0.0
696,9712,1.0
510,14212,1.0
134,16484,0.0
900,14614,1.0
493,570,0.0
440,12313,1.0
705,1958,0.0
744,7525,1.0
547,14483,0.0
80,8995,0.0
3364,12175,1.0
695,6110,1.0
705,188,1.0
2435,12053,1.0
12,8307,1.0
468,17578,0.0
277,14679,1.0
457,6027,1.0
91,1436,1.0
2305,11956,0.0
2680,8277,1.0
129,8084,1.0
104,3870,0.0
606,9680,0.0
2180,13063,1.0
126,14059,0.0
77,7916,1.0
623,253,0.0
592,5615,1.0
887,11686,1.0
587,8673,0.0
915,5425,0.0
92,9188,1.0
1128,7344,1.0
460,14746,0.0
1048,11952,0.0
15,17358,0.0
1228,12310,1.0
128,12367,1.0
2358,12215,0.0
552,5600,1.0
104,3335,0.0
123,1991,1.0
479,16554,0.0
101,14036,0.0
83,16269,0.0
655,9647,0.0
1046,12884,1.0
117,200,1.0
139,10055,1.0
1244,9267,0.0
46,14993,1.0
2314,15725,0.0
2276,6151,0.0
126,443,0.0
847,11435,1.0
1984,4298,1.0
463,5072,1.0
2001,5561,1.0
452,2472,0.0
490,3895,0.0
129,8416,0.0
792,9546,1.0
93,12399,1.0
629,7716,1.0
1016,5714,1.0
2582,5592,0.0
449,4341,1.0
69,15795,0.0
1598,2925,0.0
1024,3773,1.0
93,5565,0.0
2467,11971,0.0
2375,9369,0.0
760,1977,1.0
73,8342,1.0
644,1940,0.0
467,16513,1.0
495,14040,1.0
121,15395,1.0
467,7714,0.0
98,2524,1.0
462,14799,0.0
438,8858,1.0
221,7940,0.0
56,4398,1.0
119,14793,1.0
2772,11999,1.0
2327,9862,0.0
607,9678,0.0
441,3999,1.0
3180,12310,1.0
652,10078,1.0
142,3102,1.0
115,2336,1.0
676,174,1.0
1178,14680,0.0
454,8690,1.0
47,6463,1.0
446,10244,1.0
851,12146,0.0
2195,14537,0.0
12,10359,1.0
539,9780,1.0
511,10345,1.0
505,15854,1.0
69,103,0.0
792,9176,0.0
93,16270,0.0
1007,1184,0.0
1057,9992,0.0
444,8969,1.0
291,16753,0.0
2296,12113,1.0
1039,1981,0.0
464,1915,1.0
2943,14552,0.0
3048,8329,0.0
1016,11270,0.0
1386,13560,1.0
103,16428,1.0
2225,12931,1.0
1362,4958,0.0
56,11222,0.0
99,15908,1.0
2688,7655,1.0
3839,13091,0.0
489,453,1.0
307,7950,0.0
447,6515,1.0
1019,15138,0.0
118,9459,1.0
110,529,1.0
2004,4329,1.0
462,2459,0.0
2823,10060,0.0
476,216,0.0
670,1943,1.0
50,2981,1.0
1243,9768,0.0
230,17292,0.0
132,13450,1.0
128,12351,1.0
65,2268,1.0
130,11872,1.0
112,1496,1.0
117,490,1.0
293,10258,1.0
701,5591,1.0
464,13215,1.0
50,4715,1.0
1240,4944,0.0
1984,4316,0.0
451,44,1.0
1014,8270,1.0
1231,6713,1.0
439,4639,1.0
1230,9649,0.0
3030,12312,0.0
105,14053,1.0
447,15321,1.0
474,15817,1.0
3427,9387,1.0
481,3350,0.0
467,16277,1.0
1853,3442,0.0
124,17316,0.0
505,14995,0.0
2825,7203,1.0
642,8537,0.0
508,7744,0.0
1108,5524,0.0
1695,11189,0.0
89,973,1.0
432,3076,1.0
452,13444,0.0
3004,12954,1.0
502,14349,1.0
480,16377,0.0
191,448,1.0
437,16513,0.0
458,2488,0.0
884,14731,1.0
132,2510,1.0
932,9101,1.0
133,8884,1.0
879,11930,1.0
151,948,1.0
114,8345,1.0
187,1534,0.0
1190,2459,1.0
501,8192,1.0
803,142,0.0
293,47,1.0
47,14400,0.0
104,3073,1.0
83,8307,0.0
458,1278,0.0
502,3429,1.0
1744,3129,0.0
3045,7433,1.0
664,7648,0.0
475,11390,1.0
466,14871,1.0
115,3536,1.0
51,14079,1.0
2850,11922,0.0
53,1568,1.0
1046,2105,1.0
541,2409,1.0
1050,14702,1.0
1340,3032,1.0
437,10275,1.0
203,2047,1.0
453,15739,0.0
134,11430,1.0
2626,15619,0.0
659,1725,1.0
1805,3060,1.0
126,1500,1.0
112,7804,1.0
457,4999,1.0
3578,14751,1.0
1615,2986,1.0
903,14714,1.0
124,13650,1.0
1045,13047,1.0
119,15254,1.0
227,13501,0.0
